Random waveform, random seed
Total number of intervals = 120 (94492, 75702, 108157, 97292, 82586, 102414, 64625, 108917, 65311, 82411, 97478, 59148, 25871, 82267, 85121, 78275, 93365, 32493, 86335, 98771, 63837, 85087, 20164, 32075, 92919, 90471, 101257, 57596, 93616, 38455, 16991, 52483, 48035, 51981, 16615, 22405, 6221, 52357, 33587, 102743, 43847, 25550, 54141, 92192, 47502, 20155, 92016, 31037, 83597, 73328, 5709, 66191, 77391, 41090, 94537, 97285, 75043, 64281, 100317, 103366, 8747, 93070, 7777, 71674, 25727, 75811, 45587, 66621, 54926, 61927, 15160, 46178, 37539, 55477, 68443, 13373, 36305, 101338, 45692, 43019, 67576, 43711, 40541, 103962, 53923, 109281, 94486, 70083, 62670, 14548, 45531, 67701, 31547, 33019, 101179, 106720, 103209, 101342, 9358, 74265, 107553, 23238, 43729, 23070, 58977, 102534, 95291, 63613, 108198, 59914, 94285, 51484, 58240, 6575, 21644, 29066, 20445, 31765, 22801, 45688)
Average QPS expected = 61380
Timestamp start: 1778405966914
Timestamp end: 1778407767240

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      278.9    86.2    86.8   173.9   186.5   266.2   308.8   332.5   348.4   366.6   388.0   417.8   485.2   676.2  2048.2  97413.9    97478
read      279.8    88.6    86.8   172.5   185.1   271.9   317.3   337.5   350.5   364.9   382.0   404.5   463.7   609.4  2445.1  59270.6    59148
read      276.0    65.9   101.3   180.9   195.4   279.0   304.2   316.2   324.7   335.4   346.1   368.2   418.5   525.9  1897.0  25783.9    25871
read      277.8    91.1    86.8   171.8   184.4   264.8   310.2   334.2   349.8   366.8   386.9   414.5   471.7   652.7  3048.2  82240.9    82267
read      275.8    85.3    86.8   171.1   183.5   262.7   307.8   331.9   347.6   365.0   385.0   412.2   468.9   604.9  2219.1  85122.3    85121
read      278.0    90.9    93.8   171.7   184.2   264.9   311.5   335.3   350.7   367.2   386.9   414.0   471.2   646.0  2548.0  78332.1    78275
read      278.0    85.6    93.8   173.4   185.6   264.9   308.5   332.6   348.6   366.6   387.6   417.0   480.8   640.3  1922.5  93298.3    93365
read      281.3    74.6   101.3   179.3   193.4   284.3   313.5   327.5   337.0   346.6   362.2   382.7   432.3   542.7  2325.4  32477.1    32493
read      275.4    89.1    86.8   171.1   183.5   261.7   306.6   330.8   346.4   364.0   384.1   411.6   470.6   640.9  2529.6  86377.0    86335
read      280.5    90.5    93.8   174.8   187.9   267.6   310.1   333.7   349.8   367.9   389.4   419.8   488.8   686.0  2475.7  98781.4    98771
read      279.5    85.3    93.8   172.4   185.0   270.3   316.8   338.1   351.8   366.6   384.6   408.4   465.1   582.6  2234.4  63913.8    63837
read      277.1    91.1    93.8   171.5   183.8   263.6   308.9   333.1   348.9   366.2   386.6   415.1   476.7   653.1  2693.4  85190.6    85087
read      276.1    71.8   101.3   183.7   198.8   277.8   300.6   312.4   319.8   331.1   343.3   365.9   419.5   552.4  2875.7  20185.4    20164
read      284.6    85.0    86.8   178.6   192.7   285.7   316.6   332.0   342.0   354.7   369.9   395.4   457.1   639.4  2479.5  32057.1    32075
read      284.3   100.3    86.8   172.7   185.1   267.0   312.9   338.3   356.0   375.1   400.0   440.1   561.8   866.8  2551.1  92878.0    92919
read      278.0    90.3    86.8   172.4   184.7   264.2   308.6   332.8   348.7   366.5   387.6   417.5   490.0   701.2  2162.0  90384.8    90471
read      283.5    94.3    86.8   175.4   188.6   269.7   312.4   336.2   352.6   370.8   393.6   426.8   514.3   772.5  2897.6 101251.2   101257
read      282.5    86.3    86.8   173.8   186.8   275.6   320.1   339.7   352.7   366.9   384.5   408.9   470.2   633.5  2462.9  57609.6    57596
read      282.6    91.3    93.8   174.9   187.9   268.8   312.8   336.9   353.3   371.0   393.1   425.1   504.4   737.6  2173.0  93625.5    93616
read      287.0    85.8    93.8   180.5   195.0   288.4   321.3   336.6   346.2   359.0   372.1   396.2   453.1   598.6  2904.9  38493.4    38455
read      269.3    73.4   109.4   181.8   196.7   269.6   291.5   303.0   311.4   319.7   334.2   354.5   404.4   549.4  3082.4  17001.1    16991
read      283.1    97.6    93.8   172.2   184.4   275.7   320.3   340.6   354.4   369.5   389.5   419.1   487.8   639.5  3172.0  52520.1    52483
read      282.6    84.3    93.8   175.2   188.6   280.2   320.1   337.7   349.2   362.7   377.5   401.1   458.1   578.1  1988.5  48083.8    48035
read      283.8    87.2    93.8   175.1   188.4   277.8   321.0   340.2   353.2   367.3   385.4   411.4   471.5   595.7  2185.6  51998.3    51981
read      267.1    67.3   101.3   182.7   197.5   268.0   288.9   299.3   307.6   316.0   327.9   345.4   395.2   513.8  3039.7  16561.8    16615
read      273.7    70.6   109.4   179.8   194.3   275.4   299.6   312.2   320.1   331.7   344.0   366.7   418.7   547.7  2479.4  22365.5    22405
read      241.5    88.0    93.8   174.9   187.9   238.1   254.9   264.9   271.3   279.4   291.2   310.2   363.7   597.9  3994.5   6185.7     6221
read      282.0    93.5    86.8   171.7   183.9   274.7   319.2   339.5   353.3   368.6   388.4   418.0   486.0   634.7  2998.5  52410.3    52357
read      281.6    75.1    86.8   178.5   192.5   284.2   314.6   329.0   338.5   348.8   364.1   386.0   435.4   565.7  2158.3  33552.1    33587
read      279.6    92.8    80.4   174.6   187.4   266.6   308.4   331.9   347.8   366.3   388.1   419.0   490.8   727.2  2328.1 102687.7   102743
read      281.4   120.8    93.8   175.0   188.5   280.9   317.5   334.0   344.4   357.5   371.5   396.0   449.8   573.4  2103.3  43824.7    43847
read      277.3    71.1   101.3   181.4   195.8   280.3   305.4   317.2   325.9   336.4   346.8   369.1   418.8   557.7  2422.9  25503.3    25550
read      281.1    84.5    93.8   173.9   186.7   276.1   319.3   338.1   350.3   364.1   379.9   402.4   459.3   591.0  2422.7  54032.7    54141
read      275.2    95.3    86.8   170.7   182.9   260.8   304.8   329.1   345.2   363.3   384.1   413.1   477.4   710.9  3061.7  92294.3    92192
read      281.8    93.4    93.8   174.9   188.1   279.5   318.5   335.8   346.6   360.3   374.1   398.8   453.3   602.3  3141.2  47545.2    47502
read      271.4    73.3    86.8   182.4   197.0   273.3   295.1   306.8   314.4   322.6   336.3   354.9   401.7   537.7  2988.6  20188.3    20155
read      276.5   103.3    86.8   171.4   183.7   262.4   306.2   330.4   346.3   364.4   385.4   414.8   480.4   692.7  3572.1  92032.1    92016
read      280.6    83.6   101.3   180.3   194.3   283.4   311.4   324.5   334.1   343.7   358.3   376.5   427.9   547.8  3068.1  31026.5    31037
read      277.1    95.5    93.8   171.3   183.6   263.2   308.8   333.0   348.6   366.0   386.5   414.8   477.0   659.9  3077.7  83440.8    83597
read      279.9   100.2    86.8   172.5   185.3   268.0   314.0   337.0   351.9   367.9   387.2   413.9   471.1   664.9  3246.4  73376.3    73328
read      245.4    95.2    93.8   177.5   190.4   241.0   258.6   268.1   274.0   283.7   294.4   315.4   373.1  1089.7  4140.2   5719.3     5709
read      279.7    99.9    86.8   172.5   184.9   269.0   315.6   337.5   351.6   366.7   384.9   409.1   467.1   633.4  3371.6  66046.8    66191
read      277.9    93.1    93.8   171.8   184.3   265.3   311.5   335.0   350.1   366.6   386.1   412.8   469.9   626.0  2756.4  77384.3    77391
read      283.8    87.7    93.8   177.5   191.4   284.1   318.9   334.8   344.7   357.6   371.3   395.4   449.8   612.6  2783.5  41109.8    41090
read      279.3    96.0    93.8   174.0   186.6   265.9   309.2   333.2   349.4   367.4   388.7   418.5   483.7   676.5  3195.1  94430.2    94537
read      280.1    99.0    86.8   174.2   186.9   266.3   309.1   333.0   349.2   367.4   389.2   420.0   491.2   737.8  3612.4  97170.2    97285
read      277.9    94.5    93.8   170.9   183.5   265.4   312.2   335.6   350.6   366.9   386.4   413.2   470.9   619.7  2684.5  74993.1    75043
read      279.1    84.1    86.8   171.5   184.3   269.8   316.1   337.5   351.2   366.1   384.1   408.6   466.9   603.2  1765.2  64308.5    64281
read      280.8    88.7    86.8   174.7   187.7   268.0   310.4   334.1   350.3   368.5   390.3   421.1   489.7   677.4  2700.8 100235.5   100317
read      281.4    91.3    93.8   175.3   188.4   268.5   310.3   333.9   350.0   368.3   390.4   421.9   495.1   720.1  2870.1 103462.7   103366
read      249.7    70.9    93.8   175.8   190.8   248.3   266.6   275.3   283.6   291.9   303.2   320.8   373.0   497.6  3228.0   8713.1     8747
read      278.1    93.5    86.8   172.2   184.7   264.4   308.3   332.6   348.8   366.8   388.1   418.2   485.9   681.4  3057.3  93036.2    93070
read      249.5    86.6   101.3   176.3   190.6   246.8   265.5   274.6   282.9   291.6   303.4   321.4   381.2   555.8  4002.8   7789.3     7777
read      280.0    89.2    86.8   171.9   184.6   268.1   315.1   338.1   353.0   368.9   388.6   416.1   477.8   663.3  2192.7  71620.5    71674
read      278.6    78.8    93.8   181.0   195.9   281.0   306.9   318.9   328.4   338.7   351.1   371.8   425.6   542.7  2952.1  25766.0    25727
read      279.0    87.0    86.8   171.6   184.4   266.5   313.3   336.8   352.1   368.5   388.6   416.6   475.6   632.9  2453.4  75821.5    75811
read      283.6    80.1    93.8   175.8   189.6   282.5   320.7   337.6   348.5   362.0   376.0   400.4   456.9   580.3  2051.8  45499.6    45587
read      281.6    94.0    93.8   172.2   185.2   271.1   317.9   339.7   354.0   369.2   388.5   416.1   480.0   657.6  2933.3  66645.5    66621
read      280.9    83.1    86.8   172.7   185.9   275.3   318.7   337.9   350.5   364.6   381.3   404.2   463.9   589.4  1983.4  55038.2    54926
read      280.8    91.8    86.8   172.4   185.3   271.8   318.1   339.1   352.7   367.3   385.5   410.0   467.3   596.5  2993.1  61979.9    61927
read      268.3    76.3   101.3   185.0   200.1   268.0   288.9   299.4   307.9   316.4   329.1   347.4   401.3   534.8  3147.8  15174.5    15160
read      285.2    86.0    93.8   176.5   190.7   283.7   322.4   339.3   350.6   363.6   378.2   401.1   458.4   630.1  2676.5  46150.7    46178
read      284.4    78.3    93.8   178.2   192.7   286.2   319.0   334.4   344.2   356.8   370.6   394.6   448.0   571.6  2448.6  37644.3    37539
read      282.5    89.3    93.8   173.7   186.9   276.2   320.8   340.4   353.4   367.2   384.5   406.9   463.7   591.9  2865.2  55491.9    55477
read      280.2    87.1    86.8   172.1   184.9   268.9   316.2   338.9   353.6   369.2   388.5   414.9   470.3   628.8  2392.3  68513.9    68443
read      263.1    80.4   101.3   182.3   197.2   262.8   282.7   292.8   300.1   310.1   320.0   340.9   392.0   539.6  3130.8  13308.6    13373
read      283.6    88.2   101.3   176.8   190.5   284.2   317.7   333.8   344.1   357.5   372.1   397.4   453.6   590.5  2855.0  36304.8    36305
read      281.0    92.5    93.8   173.8   186.5   266.2   309.1   333.5   350.3   369.4   392.7   426.9   515.2   824.2  2443.4 101309.2   101338
read      282.4    84.7    93.8   175.1   188.6   280.5   319.3   336.7   347.7   361.4   375.6   400.1   456.5   572.3  2673.3  45715.9    45692
read      284.5    87.8    93.8   175.8   189.7   282.3   320.3   337.6   348.9   363.0   378.8   403.5   467.9   623.6  2668.4  43000.0    43019
read      279.5    86.0    93.8   171.8   184.6   268.7   316.0   338.5   353.0   368.4   387.5   413.8   469.3   600.6  1373.4  67585.8    67576
read      284.0    86.0    93.8   176.4   190.3   283.2   320.9   337.6   348.4   361.6   375.1   398.9   452.3   576.5  2880.6  43709.7    43711
read      288.8    88.3    93.8   177.6   192.0   288.1   323.3   339.6   350.7   364.2   380.1   404.6   492.1   800.7  2571.7  40514.1    40541
read      287.1    97.9    86.8   175.3   188.9   272.2   315.5   339.6   356.6   375.1   398.9   435.0   549.9   877.3  2552.0 103890.5   103962
read      286.5    91.1    93.8   173.9   187.3   280.6   323.6   342.8   356.0   369.9   389.0   417.9   503.1   806.7  2016.1  53921.1    53923
read      296.6   112.3    86.8   177.6   192.1   279.3   322.8   347.3   365.6   386.4   412.7   459.9   625.1  1040.2  2919.5 109297.2   109281
read      279.9    94.5    86.8   171.5   184.3   265.6   310.0   334.3   350.6   368.9   391.3   424.3   508.4   772.7  2666.7  94464.7    94486
read      279.0    96.3    93.8   170.0   182.9   267.4   314.5   337.3   352.1   368.0   387.4   414.7   477.7   659.5  2670.7  70237.0    70083
read      280.8    87.2    93.8   171.1   184.1   271.9   318.1   339.2   353.0   367.8   386.3   412.4   474.9   641.1  2441.3  62550.1    62670
read      263.7    72.6   109.4   180.8   195.8   263.7   284.0   294.0   301.8   311.5   321.4   342.6   398.4   572.9  2719.2  14511.7    14548
read      283.8    81.5    93.8   174.8   188.5   282.8   321.1   338.1   349.2   362.7   377.4   401.4   461.4   613.1  2009.2  45488.5    45531
read      283.3    88.9    93.8   172.9   186.4   272.7   319.2   341.2   355.8   371.1   391.0   419.5   489.6   687.2  2209.5  67666.5    67701
read      280.9    73.0    93.8   178.2   192.6   283.9   312.7   326.5   336.1   345.8   361.5   382.7   434.0   571.4  2045.0  31530.3    31547
read      284.6    96.8    93.8   177.7   191.7   285.6   316.8   332.2   342.1   354.6   369.5   394.8   457.7   734.6  3057.4  33045.7    33019
read      292.9   140.1    93.8   173.6   186.7   270.1   315.6   341.8   361.1   383.4   413.1   467.5   653.4  1426.9  4606.4 101302.2   101179
read      285.1   102.0    93.8   174.5   188.0   270.1   312.8   336.6   353.4   372.2   396.3   432.3   542.7   888.5  2983.5 106556.4   106720
read      283.5    93.8    93.8   174.4   187.8   270.0   312.6   336.4   352.9   371.3   394.2   427.7   516.2   781.5  2362.7 103408.9   103209
read      280.9    93.5    86.8   173.3   186.0   267.2   310.1   334.0   350.5   369.2   392.1   425.4   507.5   748.5  2007.8 101459.5   101342
read      253.0    66.1   101.3   179.0   193.3   251.2   269.5   279.2   287.0   294.7   307.6   326.4   383.5   578.1  2748.8   9405.5     9358
read      276.2    85.3    86.8   168.9   181.5   263.9   311.2   334.4   349.3   365.7   385.2   412.3   470.8   632.2  1831.3  74146.0    74265
read      280.3    96.0    80.4   173.5   186.3   266.7   308.4   331.8   347.9   367.0   389.9   423.3   506.2   784.1  2558.9 107503.3   107553
read      273.9    71.5    93.8   179.6   194.4   276.6   300.3   312.3   319.8   330.8   342.7   364.2   412.6   548.0  2531.3  23272.6    23238
read      281.8    85.6    86.8   174.8   188.2   281.9   318.9   335.3   345.6   358.9   372.5   396.6   446.9   581.5  2555.0  43648.1    43729
read      274.4    72.5   101.3   180.6   195.2   277.3   301.0   312.8   320.1   331.1   342.6   364.0   412.4   545.1  2361.8  23142.5    23070
read      279.3    89.2    80.4   171.2   184.1   271.7   316.9   337.1   350.2   364.8   381.9   404.5   464.3   596.7  2132.9  58990.0    58977
read      282.1    92.9    93.8   174.7   187.9   269.0   311.3   334.9   351.3   369.5   391.9   424.0   502.4   739.4  2339.8 102468.3   102534
read      276.2    84.4    86.8   171.1   183.7   262.9   306.1   330.4   346.6   365.0   386.3   416.1   482.5   658.4  1771.0  95426.5    95291
read      278.7    88.4    80.4   170.4   183.2   269.1   315.7   337.3   351.2   366.2   384.2   408.5   467.7   625.2  2814.6  63655.3    63613
read      282.7    90.3   101.3   175.0   188.5   270.0   311.5   334.8   350.9   369.3   391.9   424.5   503.8   734.7  2031.8 108278.9   108198
read      280.2    89.2    93.8   171.4   184.1   272.1   318.2   338.7   352.1   366.5   384.2   408.0   467.3   627.6  2890.5  59999.3    59914
read      278.6    90.0    86.8   172.0   184.7   264.9   309.0   333.3   349.5   367.7   389.5   420.4   493.9   702.8  2242.0  94263.4    94285
read      281.3    83.8    93.8   173.1   186.2   277.4   319.4   337.9   349.9   363.7   379.6   402.5   460.8   589.4  2160.4  51547.2    51484
read      282.2    90.1    93.8   173.0   186.4   275.4   320.2   340.0   353.1   367.2   384.8   408.6   467.2   594.1  2034.8  58226.3    58240
read      247.2   104.2   101.3   176.2   189.4   243.7   262.0   271.5   278.7   288.3   298.3   318.8   378.4   621.9  3563.7   6636.6     6575
read      275.9    67.1    93.8   181.0   195.7   277.9   302.6   314.9   323.2   334.8   346.4   369.3   421.7   536.9  2010.2  21689.0    21644
read      282.5    81.0    93.8   178.3   192.3   283.7   313.3   328.2   338.5   350.0   366.3   391.3   448.6   593.4  2286.5  29032.5    29066
read      274.3    67.5   109.4   180.8   195.6   275.4   299.4   312.1   320.1   331.9   344.4   368.2   426.9   548.4  1987.7  20403.1    20445
read      287.1    95.2    86.8   178.2   192.2   286.7   318.7   334.9   345.2   359.2   373.9   401.3   470.3   754.4  3607.8  31765.3    31765
read      280.9    75.0   101.3   181.1   195.9   281.3   307.7   320.3   330.9   341.8   357.7   382.0   450.0   678.6  2480.0  22773.5    22801
read      294.7   125.7    93.8   175.5   189.0   287.2   329.4   349.5   364.0   380.1   400.7   435.0   540.3  1148.4  4240.9  45574.7    45688

Total QPS = 61376.9 (110478432 / 1800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 27288172951 bytes :   14.5 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 100.00%,49.75%,100.00%
