Random waveform, random seed
Total number of intervals = 120 (38763, 33952, 42473, 18792, 80324, 92319, 85710, 104173, 19872, 70934, 81027, 32014, 17838, 11693, 47732, 5194, 20883, 53671, 67697, 83136, 92861, 67209, 62203, 25575, 51858, 39612, 22695, 49887, 96795, 33121, 24486, 14495, 97400, 12085, 22267, 105535, 23026, 43502, 106287, 66809, 61258, 8427, 65773, 76808, 109169, 91048, 33417, 64931, 95649, 95460, 59282, 79084, 46354, 45740, 18915, 48583, 19200, 105440, 7648, 106842, 49996, 47193, 86224, 18623, 74571, 5911, 95815, 37660, 95831, 96533, 38530, 16580, 76406, 70562, 34331, 6180, 108895, 106261, 42171, 95154, 72047, 101318, 24285, 96276, 26086, 28396, 104464, 93132, 95137, 91402, 105998, 38990, 77165, 18662, 102990, 93918, 80259, 49982, 22196, 64847, 52648, 86649, 28691, 26123, 25724, 38210, 96880, 95862, 103564, 86608, 70016, 95905, 94752, 33736, 81731, 103931, 47214, 15299, 61765, 28622)
Average QPS expected = 59748
Timestamp start: 1778346728972
Timestamp end: 1778348529276

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      239.0   120.3    86.8   153.0   167.7   230.3   255.3   270.0   280.6   293.5   311.2   339.2   404.8  1256.2  5816.8   8412.3     8427
read      251.1   119.0    74.4   121.9   135.1   233.8   287.1   314.5   334.7   359.1   391.1   437.9   536.8   759.3  3315.5  65644.4    65773
read      251.1   119.5    68.9   120.7   133.6   228.3   282.8   311.5   333.1   360.3   398.5   461.9   592.1   849.4  2901.7  76772.6    76808
read      280.6   204.6    74.4   125.7   139.7   229.9   283.8   316.7   344.2   386.0   459.0   608.8  1069.5  2125.7  4195.2 109075.7   109169
read      251.7   139.4    74.4   119.0   131.4   220.7   275.1   305.4   328.3   359.6   406.1   489.8   687.3  1229.2  3521.7  91040.3    91048
read      253.1    90.3    74.4   131.0   146.6   249.9   287.4   307.2   320.6   338.5   361.2   395.6   466.5   605.4  2410.6  33444.5    33417
read      250.9   112.7    74.4   120.9   134.1   233.4   287.9   315.8   336.4   360.9   392.2   438.3   535.2   739.2  3095.1  64878.9    64931
read      259.1   142.8    74.4   123.5   137.0   226.5   281.9   313.4   337.9   370.5   420.4   504.5   705.9  1120.1  3187.7  95603.2    95649
read      255.7   135.9    68.9   121.5   134.7   224.7   279.3   310.6   334.9   367.1   414.8   495.0   682.6  1167.7  2986.1  95566.9    95460
read      252.5   113.9    74.4   121.3   134.6   237.4   290.2   317.3   337.5   361.3   391.6   436.2   530.4   755.8  2952.9  59317.4    59282
read      249.9   117.0    74.4   120.2   132.9   226.6   281.8   311.7   333.9   361.5   398.8   459.7   584.6   852.8  2227.8  79130.2    79084
read      251.3   108.4    74.4   124.4   138.4   244.3   288.9   311.7   327.8   346.0   371.2   409.6   491.5   685.6  3227.1  46325.0    46354
read      249.5   103.9    74.4   123.4   137.5   242.5   287.0   309.9   326.0   344.8   369.6   405.9   486.1   636.2  3155.3  45680.7    45740
read      250.3    81.8    80.4   143.3   161.4   246.3   276.1   293.0   305.5   319.5   339.1   368.6   433.9   549.3  2555.5  18884.3    18915
read      255.9   101.2    74.4   125.6   139.5   247.6   295.8   320.3   338.0   358.6   384.6   424.5   504.2   657.4  2124.8  48547.2    48583
read      258.2    87.3    80.4   146.1   164.5   254.2   286.4   304.3   316.7   332.3   351.4   382.7   449.5   587.3  2998.9  19230.2    19200
read      263.0   142.3    74.4   125.9   139.6   229.3   282.7   314.1   338.7   371.9   425.0   517.0   744.7  1259.3  2566.7 105252.9   105440
read      232.3    85.3    86.8   151.2   164.5   224.7   249.1   263.5   273.5   287.5   305.1   333.4   398.7   724.4  3844.4   7680.6     7648
read      259.8   145.0    74.4   123.1   136.9   225.1   277.5   309.0   333.8   367.6   422.0   517.1   755.2  1282.2  3079.5 106758.4   106842
read      254.1   104.4    74.4   124.6   138.7   244.5   293.8   318.3   336.3   357.2   383.5   422.5   502.0   652.8  2866.1  49998.6    49996
read      250.8   101.3    74.4   125.3   139.4   244.0   289.0   311.5   327.3   345.6   370.4   407.3   487.1   622.4  2315.8  47193.1    47193
read      251.7   128.3    74.4   121.0   133.8   224.3   279.9   310.8   334.1   363.8   404.2   470.7   615.3   962.9  3308.1  86173.4    86224
read      254.4    80.2    80.4   145.8   164.1   250.9   281.9   298.7   311.5   325.7   344.4   373.5   436.9   545.1  2325.9  18566.4    18623
read      248.2   119.0    74.4   120.2   133.0   226.6   282.5   312.1   333.7   359.7   393.4   443.9   543.5   745.6  2975.0  74533.8    74571
read      242.4   101.5    86.8   159.3   173.7   234.4   259.7   273.0   284.0   296.1   314.2   342.0   408.1  1035.2  3794.1   5893.3     5911
read      254.5   136.7    74.4   122.5   135.8   224.2   278.7   310.0   333.9   364.8   408.2   482.2   659.3  1209.8  3356.8  95715.5    95815
read      259.4    97.4    74.4   130.8   146.3   255.1   297.3   319.2   335.4   353.7   376.1   412.2   485.5   624.9  2002.6  37687.4    37660
read      251.0   133.3    74.4   121.5   134.6   222.2   275.5   306.4   329.6   359.8   402.1   473.6   636.5  1054.0  3268.7  95854.6    95831
read      250.1   129.2    74.4   120.6   133.3   220.3   274.1   305.1   328.3   359.0   402.6   477.5   653.9  1033.0  2754.2  96594.3    96533
read      259.1    99.5    80.4   130.1   145.3   254.9   297.9   319.9   336.2   354.6   377.1   412.5   482.3   594.3  3012.5  38508.6    38530
read      246.0    76.9    80.4   145.5   163.1   241.0   269.8   286.1   297.1   312.3   331.4   361.9   426.4   543.2  2166.6  16543.3    16580
read      248.5   122.7    74.4   120.2   132.9   226.1   281.0   310.8   332.6   359.4   394.4   448.3   556.5   841.5  3297.4  76481.7    76406
read      249.9   110.9    74.4   120.8   133.9   230.0   285.4   314.8   336.4   362.1   394.9   444.2   541.5   736.7  2183.4  70468.1    70562
read      264.2   104.5    74.4   134.4   150.6   260.4   301.5   322.8   338.5   356.6   379.1   413.7   485.8   619.6  3060.3  34307.6    34331
read      237.4    84.1    80.4   156.1   170.0   229.7   254.0   268.3   278.2   291.6   309.3   337.5   402.1   992.6  2931.0   6185.7     6180
read      269.5   166.5    74.4   125.9   139.8   229.2   282.8   314.9   340.9   377.4   437.9   549.0   853.2  1599.9  3514.6 108729.1   108895
read      268.8   157.9    74.4   125.5   139.4   229.7   283.4   315.7   341.9   378.5   437.4   545.3   847.2  1479.5  2805.9 106368.9   106261
read      250.2   107.1    74.4   125.6   139.8   245.2   287.0   308.4   323.0   341.5   365.4   400.9   477.7   623.1  2871.7  42184.1    42171
read      248.8   127.1    74.4   119.7   132.3   219.4   273.2   303.4   325.9   356.0   400.4   476.5   657.0  1026.1  2690.6  95237.1    95154
read      250.0   111.8    74.4   121.7   134.8   230.0   285.0   314.0   335.3   360.9   394.2   444.6   542.2   732.9  2642.0  72020.9    72047
read      263.2   155.0    74.4   125.0   138.6   227.6   281.8   313.5   338.5   371.8   424.6   515.9   774.7  1427.8  3520.9 101314.5   101318
read      259.6   110.5    74.4   141.6   159.3   255.3   289.0   307.2   319.7   336.2   356.6   388.6   461.4   871.3  5283.6  24241.9    24285
read      255.4   136.5    74.4   123.3   136.7   225.5   278.4   308.9   332.2   363.1   408.2   487.2   679.9  1087.8  3620.5  96375.4    96276
read      260.9   106.2    80.4   144.1   161.6   257.9   291.7   309.9   322.1   338.2   358.5   389.9   456.3   574.3  2896.9  26108.6    26086
read      259.3    89.6    74.4   137.6   154.3   256.5   293.0   312.3   325.9   342.3   364.1   396.0   462.8   578.3  2601.8  28479.3    28396
read      261.6   152.3    74.4   123.6   137.2   225.0   278.1   310.0   335.2   369.5   423.6   520.6   793.8  1480.4  3154.3 104444.1   104464
read      259.3   138.6    74.4   123.5   136.9   227.5   282.2   313.4   337.7   370.0   419.2   502.2   714.7  1225.7  2774.2  93005.1    93132
read      258.0   143.3    74.4   122.1   135.2   224.9   279.1   310.2   334.3   366.8   417.3   504.9   731.1  1272.1  3197.6  95092.5    95137
read      257.7   137.6    74.4   122.5   135.8   226.4   282.5   314.2   338.5   370.2   416.8   494.3   685.4  1151.4  3222.0  91403.9    91402
read      264.2   168.5    74.4   123.0   136.7   224.6   278.2   310.5   336.1   371.0   428.0   532.3   845.4  1693.5  4140.0 105942.5   105998
read      256.1    94.1    74.4   129.5   144.4   252.1   294.0   315.4   331.0   348.3   371.3   404.9   478.2   594.4  2329.8  38959.4    38990
read      250.8   118.1    74.4   121.2   134.0   227.5   282.8   312.5   334.5   361.9   398.7   458.7   582.6   864.8  2744.0  76953.6    77165
read      249.2    77.6    80.4   145.2   162.8   245.2   274.4   291.2   303.3   317.3   336.7   366.4   430.7   542.7  2117.5  18679.3    18662
read      256.4   150.5    74.4   123.1   136.4   222.5   275.0   306.1   329.9   362.1   411.0   498.5   725.6  1451.5  3794.8 103015.0   102990
read      254.7   144.0    74.4   122.5   135.6   223.6   277.4   308.5   332.2   363.3   408.2   486.8   679.1  1220.6  3725.3  94053.4    93918
read      248.7   121.2    74.4   120.8   133.5   224.3   279.5   309.7   332.0   359.5   396.4   455.9   578.8   834.0  2740.6  80273.2    80259
read      253.5   101.3    74.4   125.3   139.3   244.9   292.8   316.9   334.4   354.5   380.2   420.0   499.0   637.6  1844.4  49980.3    49982
read      249.6    88.6    80.4   140.6   158.2   246.0   276.4   293.3   305.8   319.5   339.3   369.9   436.0   566.7  3303.8  22225.1    22196
read      249.7   115.0    74.4   122.2   135.5   232.6   285.5   312.7   332.7   356.7   388.0   434.4   531.0   716.9  2766.0  64897.5    64847
read      253.2   109.0    74.4   124.7   138.8   242.1   291.1   316.1   334.3   355.6   382.8   424.7   505.7   658.1  2939.0  52730.4    52648
read      249.8   116.6    74.4   121.7   134.8   224.4   277.8   308.0   330.5   359.2   399.0   464.4   599.7   860.3  1893.4  86738.4    86649
read      258.2   106.9    74.4   137.3   153.9   254.6   290.6   310.0   323.3   340.2   362.0   395.0   463.8   588.1  3495.2  28635.0    28691
read      261.5   106.8    74.4   140.2   157.5   257.3   293.2   312.7   326.5   342.8   364.6   397.3   465.9   639.5  3162.8  26143.1    26123
read      260.3   110.9    74.4   140.5   157.8   256.4   291.3   310.2   323.3   339.9   361.2   393.4   463.9   647.4  4039.3  25689.9    25724
read      262.1    98.2    74.4   132.6   148.4   256.7   299.8   322.0   338.5   357.5   381.1   417.9   494.9   691.8  2398.7  38231.5    38210
read      258.4   146.9    74.4   122.9   136.3   225.2   279.2   311.0   335.6   368.3   417.3   501.3   719.0  1344.5  3543.0  96881.3    96880
read      257.5   143.2    74.4   122.1   135.4   224.1   278.5   310.2   334.8   367.5   417.0   501.4   720.1  1363.2  3345.8  96027.0    95862
read      261.3   161.7    74.4   123.3   136.8   224.1   277.0   308.7   333.7   368.0   423.3   523.5   789.7  1483.8  4863.7 103640.9   103564
read      251.0   129.2    74.4   121.5   134.4   224.1   278.2   308.4   330.8   359.8   400.9   469.0   623.4   954.1  2771.3  86659.2    86608
read      251.4   118.8    74.4   121.8   134.8   231.1   285.9   314.2   335.1   360.6   394.3   447.4   555.0   873.3  2978.7  69938.8    70016
read      256.8   139.9    74.4   122.7   135.9   225.0   279.6   310.8   334.9   366.8   414.2   495.9   695.2  1198.5  3368.2  95931.5    95905
read      257.2   145.4    74.4   122.9   136.1   225.0   279.3   310.5   334.3   366.2   413.9   496.0   699.8  1318.1  3847.4  94755.9    94752
read      260.1   120.8    80.4   134.0   150.0   255.9   294.2   314.5   329.1   345.6   368.4   402.0   479.7   857.5  4182.7  33757.0    33736
read      250.7   121.8    74.4   121.8   134.8   225.6   280.7   311.5   334.3   362.5   399.7   459.1   584.4   932.2  2877.8  81778.0    81731
read      262.7   151.7    74.4   124.8   138.5   226.7   280.2   312.2   337.3   371.1   424.2   518.3   784.2  1412.3  3290.5 103704.7   103931
read      258.2   110.5    68.9   126.5   140.8   249.5   298.2   322.6   340.6   361.5   387.3   425.6   502.0   644.7  3244.3  47218.5    47214
read      257.1    75.5    80.4   152.3   170.9   252.5   283.1   299.9   312.4   326.6   344.9   374.2   436.1   561.6  2240.3  15336.7    15299
read      255.6   113.8    74.4   123.1   136.7   238.3   293.6   322.2   343.4   368.2   399.5   446.7   541.8   726.1  2274.5  61691.9    61765
read      261.8    88.7    74.4   138.0   154.8   259.3   296.8   316.5   330.9   346.5   368.4   399.8   466.1   580.1  2258.8  28643.5    28622

Total QPS = 59739.0 (107530288 / 1800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 26559981877 bytes :   14.1 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 100.00%,49.75%,100.00%
