Random waveform, random seed
Total number of intervals = 120 (74266, 21893, 9943, 36049, 105969, 80996, 41991, 15710, 38410, 99820, 52774, 105299, 49776, 16281, 78941, 50314, 31559, 38495, 51139, 30230, 66573, 90561, 39624, 28990, 14880, 55849, 25274, 31443, 76504, 41991, 6366, 82022, 75406, 68314, 46132, 95352, 27066, 6298, 92300, 88446, 99540, 75903, 22252, 57659, 105388, 72049, 32298, 64401, 10074, 25669, 50813, 12901, 77226, 104758, 90680, 56485, 106029, 39979, 104520, 75675, 74775, 72170, 78940, 29030, 49545, 19821, 47105, 64729, 62066, 42726, 82027, 52415, 62550, 86949, 37450, 31184, 32649, 78075, 86691, 106273, 35188, 19451, 23667, 107244, 88675, 59318, 60253, 12587, 51729, 87383, 74634, 17408, 17565, 39550, 39729, 8484, 80329, 75984, 22834, 82316, 73910, 13587, 62165, 24235, 100526, 50019, 8325, 40911, 15516, 36554, 87904, 9275, 43727, 102273, 20570, 27156, 52914, 46615, 25695, 73392)
Average QPS expected = 54085
Timestamp start: 1778350362786
Timestamp end: 1778352163093

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      258.0    97.1    74.4   130.1   145.3   253.7   295.4   317.1   332.9   350.7   373.9   410.3   487.4   624.8  2209.2  38415.3    38495
read      258.9   103.3    74.4   126.3   140.4   248.5   298.9   324.8   343.2   365.5   393.2   433.8   517.9   677.1  1882.2  51043.3    51139
read      264.6    92.0    74.4   138.2   154.9   261.4   299.9   319.9   335.2   352.3   373.7   407.6   474.5   605.8  2282.3  30247.0    30230
read      255.3   112.3    74.4   123.4   137.3   236.8   291.7   320.2   341.5   367.0   399.4   449.4   544.7   724.7  2647.6  66549.1    66573
read      253.5   126.1    74.4   122.2   135.6   226.5   280.9   311.7   335.0   364.9   405.4   472.5   618.1   980.1  2759.5  90647.7    90561
read      264.6    95.7    74.4   131.9   147.7   259.3   304.6   328.2   344.8   364.9   389.5   426.0   499.3   611.8  1671.8  39636.7    39624
read      265.9    97.4    80.4   139.4   156.9   262.3   301.0   321.0   336.4   353.6   374.6   406.8   473.4   598.0  2757.9  28923.2    28990
read      263.9    85.9    80.4   156.8   176.0   259.0   290.0   307.1   318.6   333.8   352.3   382.7   447.5   685.3  3135.0  14976.6    14880
read      260.6   111.6    74.4   126.1   140.2   246.5   300.2   328.5   348.3   372.1   401.5   445.7   534.5   690.3  2420.6  55835.5    55849
read      269.0    97.1    74.4   143.5   162.2   265.3   303.0   322.6   337.4   354.2   374.7   407.1   477.1   605.8  2770.6  25339.4    25274
read      269.4    92.7    80.4   139.0   156.2   265.6   307.4   329.2   344.3   362.9   385.7   419.6   488.0   591.5  2092.5  31476.4    31443
read      250.4   116.5    74.4   121.0   134.2   227.9   283.5   314.3   336.9   363.9   398.4   451.3   553.2   786.7  2650.7  76529.7    76504
read      265.9   108.4    74.4   131.3   146.9   258.8   306.1   330.6   347.5   368.4   393.9   430.7   505.7   644.9  2670.2  41953.3    41991
read      247.7   112.7    86.8   162.6   176.8   239.2   264.7   278.7   289.8   302.8   319.4   347.2   419.2  1222.3  4683.3   6374.4     6366
read      257.1   134.4    74.4   123.6   137.2   230.8   286.9   318.2   342.2   371.8   411.7   471.8   604.8   996.1  3042.3  81906.3    82022
read      258.7   123.6    74.4   123.8   137.6   234.1   290.9   322.2   346.0   375.0   412.9   469.9   593.1   911.7  3211.8  75420.7    75406
read      255.8   110.7    74.4   123.0   136.5   235.4   292.0   322.2   344.4   371.0   404.0   456.6   556.3   747.5  1801.5  68332.7    68314
read      263.3   101.8    74.4   129.0   143.8   254.9   304.4   330.0   347.7   369.2   395.6   433.4   508.5   642.6  1915.2  46058.7    46132
read      253.0   130.8    74.4   121.2   134.2   223.1   277.8   309.7   333.8   364.6   407.5   480.0   656.7  1153.6  3061.4  95308.7    95352
read      269.3    96.9    80.4   141.9   160.2   265.3   304.5   324.9   339.9   357.4   378.7   411.4   478.9   602.9  3072.7  27105.1    27066
read      249.7   103.9    86.8   163.3   178.0   242.0   267.6   281.7   292.1   305.1   320.8   348.2   418.4  1186.3  4600.8   6281.1     6298
read      258.9   162.2    74.4   121.8   135.4   227.0   282.6   314.5   339.1   370.5   414.5   487.0   678.3  1666.5  4264.0  92218.9    92300
read      251.8   124.2    74.4   120.5   133.5   225.0   280.6   311.9   335.5   365.1   404.6   469.8   614.2   953.2  2666.6  88480.6    88446
read      258.9   146.9    74.4   122.5   136.0   226.3   281.4   313.3   338.0   369.9   417.3   498.0   718.7  1322.2  3686.3  99454.7    99540
read      253.2   120.2    74.4   121.3   134.6   230.6   287.0   317.3   340.1   367.6   402.3   457.0   564.6   852.0  3113.2  75938.3    75903
read      266.6    91.3    80.4   146.1   164.8   263.4   298.6   317.2   331.0   345.9   367.5   398.3   463.9   580.9  2503.2  22202.9    22252
read      258.1   106.7    74.4   124.2   138.6   243.5   298.3   326.9   346.9   370.9   399.9   442.9   526.4   660.5  1675.5  57644.3    57659
read      262.8   155.5    74.4   123.9   137.8   226.9   281.9   314.5   340.0   373.6   425.0   512.0   758.1  1493.0  3807.9 105236.7   105388
read      251.9   111.7    74.4   121.4   134.8   231.2   287.6   317.6   339.8   366.2   398.9   449.1   546.0   737.8  2172.3  72134.7    72049
read      269.2   101.4    80.4   138.1   155.0   265.5   307.8   329.8   344.9   363.4   385.8   419.1   485.3   587.0  2536.6  32307.1    32298
read      257.6   117.5    74.4   123.6   137.6   239.1   295.6   325.6   346.9   372.3   403.8   451.8   541.4   707.3  3032.9  64306.6    64401
read      254.3    82.2    93.8   161.1   177.7   249.1   276.1   291.6   302.6   315.6   333.0   360.1   421.2   583.6  3171.8  10011.6    10074
read      270.9    88.9    68.9   146.3   164.9   267.8   305.4   325.1   339.3   355.9   375.9   406.7   473.6   583.6  2402.7  25621.1    25669
read      261.0   187.0    74.4   125.9   140.3   249.5   302.1   329.0   347.6   370.1   397.3   436.0   516.3   648.8  1966.2  50849.4    50813
read      261.7    75.4    80.4   159.4   177.6   257.8   287.6   303.7   315.2   329.3   346.1   374.2   436.8   552.7  2081.9  12892.7    12901
read      252.1   117.0    74.4   121.4   134.7   229.2   285.6   316.4   339.1   366.7   401.4   454.8   556.3   826.9  3074.7  77137.4    77226
read      267.9   168.6    74.4   124.4   138.3   228.9   284.9   317.9   344.3   380.2   434.2   532.2   835.0  1633.3  4269.4 104548.4   104758
read      253.5   131.7    74.4   121.7   135.1   225.9   281.4   312.8   336.5   366.4   406.6   471.2   616.0  1003.9  2936.3  90872.6    90680
read      261.1   115.9    74.4   125.4   139.8   246.8   301.7   330.6   350.7   374.0   402.6   445.9   528.1   676.9  3061.6  56459.0    56485
read      262.4   143.7    74.4   125.5   139.4   229.3   283.9   315.8   340.9   373.5   423.1   506.3   719.0  1300.6  3079.0 105811.1   106029
read      267.1   117.8    74.4   131.9   148.0   260.7   307.7   331.7   348.2   368.3   393.0   428.8   500.9   634.4  3657.7  40013.9    39979
read      261.7   151.1    74.4   122.9   136.5   225.5   280.8   313.6   339.3   372.8   424.6   515.0   782.7  1389.1  3028.6 104503.6   104520
read      253.6   121.2    74.4   121.4   134.8   230.5   287.2   318.0   340.9   368.3   402.8   457.6   568.2   860.7  3121.1  75583.6    75675
read      254.8   118.3    74.4   122.1   135.7   232.1   289.2   320.0   343.2   370.8   404.8   458.7   562.9   798.5  2861.7  74849.4    74775
read      255.4   116.8    74.4   122.6   136.3   234.0   291.3   321.7   344.3   371.4   404.7   456.3   551.2   735.2  2449.6  72224.2    72170
read      254.0   124.5    74.4   121.0   134.2   229.0   286.1   317.2   340.6   369.2   406.3   465.2   592.5   940.2  2681.0  78778.5    78940
read      269.2    97.2    74.4   140.8   158.4   266.6   306.7   327.5   341.8   359.1   379.9   410.8   471.8   583.4  1959.9  29083.4    29030
read      262.8   107.7    74.4   128.1   142.6   252.9   304.5   330.9   349.2   370.7   397.4   435.6   512.2   666.4  2443.7  49616.3    49545
read      267.5    82.4    80.4   150.9   170.0   265.3   298.6   316.5   329.5   343.7   363.8   393.3   454.0   556.3  2276.1  19862.3    19821
read      265.8   117.6    74.4   129.6   144.7   256.2   307.5   333.9   352.3   373.3   399.6   436.6   509.0   636.7  3637.3  47134.9    47105
read      257.5   111.2    74.4   123.9   137.9   239.3   295.8   325.9   347.3   372.7   403.9   451.1   540.4   684.8  2197.5  64741.7    64729
read      259.3   112.3    74.4   124.5   138.6   242.0   298.1   328.1   349.5   374.5   405.5   452.3   540.5   696.0  2187.6  62079.1    62066
read      266.2   104.9    74.4   130.1   145.6   258.7   307.3   332.4   350.0   370.8   397.0   434.6   510.8   641.4  2839.3  42769.1    42726
read      252.5   118.6    74.4   121.5   134.8   227.9   283.9   314.8   338.1   366.7   403.6   462.5   583.6   870.3  2502.8  82177.8    82027
read      261.2   105.9    74.4   126.2   140.7   249.5   302.7   330.3   349.4   371.8   399.4   439.3   519.7   640.7  1921.6  52388.3    52415
read      258.4   114.3    74.4   124.0   138.1   240.7   297.1   326.8   347.6   372.5   402.9   450.1   541.9   748.5  2430.2  62560.3    62550
read      252.1   126.8    74.4   120.6   133.6   224.7   280.8   312.1   335.6   365.1   404.5   469.1   617.2  1021.4  2956.5  87044.8    86949
read      267.4   100.9    74.4   133.9   150.3   262.9   307.9   331.1   346.7   366.2   389.8   424.2   492.3   602.9  2476.6  37484.1    37450
read      267.9    93.8    80.4   138.2   155.1   264.9   306.2   327.4   342.4   360.4   382.1   414.7   478.3   582.5  2240.6  31165.5    31184
read      267.8    93.4    74.4   136.9   153.7   264.5   307.2   328.9   343.8   362.2   384.4   417.1   484.1   590.9  2174.9  32611.3    32649
read      257.6   144.5    74.4   122.4   135.9   231.6   288.5   319.6   343.2   371.9   409.3   466.3   592.2  1365.8  4111.9  78030.4    78075
read      256.1   130.0    74.4   121.5   134.8   227.9   284.3   316.0   340.1   370.6   413.2   482.7   639.4  1005.8  3044.7  86816.7    86691
read      281.0   189.6    74.4   126.9   140.9   233.1   290.1   324.8   353.8   395.3   463.5   595.8   985.9  1789.5  4142.3 106294.8   106273
read      269.2    97.2    74.4   137.5   154.0   265.6   309.3   331.7   346.6   365.5   388.2   421.4   487.4   587.6  2024.9  35138.8    35188
read      269.0    99.5    80.4   151.4   170.5   265.2   299.3   317.5   331.0   345.5   366.4   396.8   461.4   580.4  3713.6  19474.1    19451
read      270.2    90.7    74.4   147.5   166.2   267.8   304.1   322.8   336.7   352.3   372.0   401.7   464.2   576.7  3112.1  23676.9    23667
read      273.5   178.6    74.4   124.7   138.6   228.3   284.4   318.3   345.9   385.8   448.8   568.9   944.1  1718.9  3795.9 107085.1   107244
read      257.5   141.6    68.9   122.8   136.1   227.7   284.6   316.6   341.0   371.7   414.0   482.4   645.7  1186.2  4219.0  88647.6    88675
read      260.0   109.7    74.4   126.0   139.9   244.3   300.4   329.5   350.0   374.0   403.6   447.4   530.4   660.1  2345.7  59379.8    59318
read      256.7   116.0    74.4   124.3   138.3   240.4   294.7   323.1   343.5   367.8   398.4   443.3   533.1   705.6  2930.4  60315.1    60253
read      253.6    85.7    80.4   157.4   174.9   248.2   276.2   292.2   303.8   317.1   335.6   364.1   425.4   559.9  3298.2  12639.0    12587
read      258.7   103.5    74.4   126.0   140.3   247.3   298.5   325.4   344.2   366.9   395.0   435.5   518.6   657.5  1724.2  51701.8    51729
read      255.8   132.9    74.4   122.2   135.6   228.0   283.7   314.7   338.3   368.5   410.8   479.4   630.8  1081.2  3271.3  87438.5    87383
read      253.2   120.4    74.4   121.6   135.0   231.2   286.4   316.0   338.4   365.8   401.4   457.3   571.3   860.2  2966.5  74753.5    74634
read      262.5    81.8    80.4   152.9   172.2   258.4   290.0   307.4   319.3   335.0   354.2   385.0   447.9   561.3  2321.3  17444.6    17408
read      266.2    85.5    80.4   153.7   173.2   262.7   295.0   312.8   325.1   340.1   359.6   389.4   453.9   567.4  2500.6  17581.2    17565
read      266.5   100.9    80.4   132.2   148.5   260.8   306.9   330.9   347.2   367.4   391.8   428.0   501.3   622.1  2394.2  39546.8    39550
read      267.9   108.9    74.4   133.1   149.5   261.7   307.8   332.0   348.9   368.8   393.5   429.8   503.2   630.8  3248.3  39667.4    39729
read      252.2    84.0    80.4   163.7   179.3   246.2   272.1   287.0   296.9   311.0   328.1   355.6   416.6   752.2  3149.4   8486.1     8484
read      255.7   125.7    74.4   121.4   134.6   229.4   286.3   317.5   341.6   371.3   411.8   474.4   615.1   988.4  2862.9  80315.7    80329
read      259.4   144.4    74.4   122.3   135.8   232.6   290.1   321.6   345.5   374.6   414.0   472.7   614.2  1482.7  3427.6  76052.3    75984
read      273.4    90.9    74.4   149.3   168.0   270.4   307.6   326.9   340.4   356.8   376.5   406.5   469.9   611.4  2603.8  22890.3    22834
read      252.9   116.9    74.4   122.1   135.5   228.4   284.6   316.1   339.6   368.1   404.4   461.5   576.5   831.8  2448.9  82253.1    82316
read      257.3   122.5    74.4   122.1   135.6   233.2   291.2   322.7   345.8   373.8   410.5   466.6   589.3   947.0  2673.8  73828.9    73910
read      265.7    77.7    86.8   161.9   180.9   262.3   292.0   308.3   319.1   333.6   350.3   378.0   435.4   557.3  2084.5  13609.6    13587
read      263.0   120.7    74.4   125.4   139.6   244.0   301.5   332.0   354.0   379.8   412.4   461.5   559.4   812.0  2830.0  62149.5    62165
read      274.7   104.3    80.4   148.3   167.1   271.8   309.6   328.9   342.3   358.7   378.0   407.8   471.0   639.9  3790.4  24215.0    24235
read      274.4   196.1    74.4   125.1   139.0   231.5   288.9   322.5   350.0   388.1   444.7   546.2   873.0  2235.8  5854.8 100455.0   100526
read      264.6   106.7    74.4   128.7   143.4   254.2   306.8   333.7   352.7   374.2   401.1   440.3   516.9   641.3  2031.5  49967.5    50019
read      255.5   113.2    93.8   164.7   181.0   249.0   274.7   289.8   300.0   313.2   329.9   356.7   417.4   933.5  6102.4   8332.8     8325
read      268.6   102.2    74.4   133.2   149.2   262.8   310.5   334.9   351.8   371.3   396.0   431.2   502.8   619.5  1997.8  40930.5    40911
read      260.3    82.8    80.4   155.1   174.3   256.9   286.4   302.5   314.1   328.0   345.5   373.7   434.9   560.5  3091.9  15515.9    15516
read      272.1   105.9    74.4   135.5   152.2   267.2   312.6   336.2   352.7   371.7   396.3   431.9   505.9   639.5  2997.8  36554.2    36554
read      254.0   126.5    74.4   122.6   136.1   227.8   283.4   314.4   337.7   366.8   405.1   467.8   599.3   954.3  3373.7  88065.9    87904
read      255.8    71.1    86.8   164.7   181.4   251.5   277.6   292.1   302.6   315.1   332.0   358.4   416.4   587.8  2290.5   9292.3     9275
read      264.8   104.2    74.4   129.3   144.7   257.5   306.3   331.6   349.2   369.8   395.4   432.2   505.8   634.3  2518.6  43822.8    43727
read      271.9   163.9    74.4   125.9   139.7   231.4   288.2   321.6   348.8   386.7   444.3   547.4   861.3  1566.3  3449.4 102207.2   102273
read      271.9    89.9    74.4   152.1   171.5   269.4   304.4   322.3   335.9   350.6   370.0   399.5   462.8   580.0  2479.8  20540.5    20570
read      271.4   119.6    80.4   143.3   161.8   268.0   306.3   326.0   340.2   357.0   377.2   407.9   471.8   785.3  4632.1  27110.1    27156
read      261.8   106.3    74.4   125.8   140.3   250.2   303.8   331.6   350.9   373.1   400.7   440.8   522.4   661.8  2014.3  52827.7    52914
read      262.6   104.1    74.4   127.3   142.1   254.3   304.7   330.6   348.5   369.6   395.7   433.2   509.2   636.5  2218.7  46544.5    46615
read      267.1    96.2    74.4   142.0   160.6   264.3   301.6   320.7   335.2   351.0   371.5   401.9   467.0   592.3  3507.0  25728.7    25695
read      255.5   119.7    74.4   121.5   134.8   232.8   290.2   321.3   344.4   372.4   407.8   461.7   574.5   826.4  2318.4  73389.2    73392

Total QPS = 54083.3 (97350016 / 1800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 24045454446 bytes :   12.7 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 100.00%,50.00%,100.00%
